log_id,log_date,duration_minutes,total_calories_burned,average_heart_rate,trainee_feedback_rating,coach_notes,program_id,trainee_id
8488,2023-04-17,47.06,388,122.9,9,Felt a bit tired but completed the program.,9,221
8489,2023-09-29,30.43,230,156.2,10,"A bit distracted, but finished the routine.",2,106
8490,2023-10-03,80.71,612,155.8,1,"A bit distracted, but finished the routine.",8,134
8491,2024-01-02,82.25,636,139.7,7,"Solid session, increased weights on main exercises.",1,458
8492,2024-03-01,70.98,513,141.7,7,Excellent form throughout the entire workout.,2,329
8493,2023-12-08,115.04,633,117.1,10,Felt a bit tired but completed the program.,1,141
8494,2023-05-29,91.42,869,134.8,3,"Standard workout, no special issues.",7,440
8495,2023-08-31,76.38,524,148.5,5,"Struggled with the last few sets, might need more recovery.",7,377
8496,2023-07-01,99.09,536,159.9,10,"Great effort today, pushed through the fatigue.",7,222
8497,2023-07-15,59.0,489,128.3,5,Crushed the personal records today!,9,145
8498,2023-06-12,92.66,467,113.1,1,Excellent form throughout the entire workout.,7,189
8499,2023-08-15,46.9,428,128.2,9,"Solid session, increased weights on main exercises.",8,140
8500,2023-06-14,106.85,883,140.6,7,"Standard workout, no special issues.",8,347
8501,2023-02-25,117.37,713,116.6,10,Needs to work on breathing technique during heavy lifts.,1,399
8502,2023-09-07,52.38,444,165.8,2,Crushed the personal records today!,4,114
8503,2023-09-01,37.34,362,135.1,1,Needs to work on breathing technique during heavy lifts.,7,81
8504,2023-05-14,58.94,499,152.6,4,"Struggled with the last few sets, might need more recovery.",4,32
8505,2023-03-09,51.51,345,112.4,4,Crushed the personal records today!,7,40
8506,2023-02-13,114.82,904,140.3,3,Needs to work on breathing technique during heavy lifts.,1,252
8507,2023-11-08,102.27,1004,127.4,6,"Standard workout, no special issues.",6,73
8508,2024-01-01,36.69,211,170.2,7,"A bit distracted, but finished the routine.",4,298
8509,2024-01-25,93.73,863,160.0,9,"Standard workout, no special issues.",8,265
8510,2023-12-23,30.69,157,153.0,1,"Great effort today, pushed through the fatigue.",4,80
8511,2023-04-15,54.48,291,137.1,10,"Good pace, kept heart rate in the target zone.",2,267
8512,2023-03-16,49.88,281,150.3,1,"Solid session, increased weights on main exercises.",8,362
8513,2023-03-11,69.24,400,143.8,4,"Solid session, increased weights on main exercises.",6,387
8514,2023-07-23,108.6,868,142.5,4,"Solid session, increased weights on main exercises.",9,364
8515,2023-05-26,64.94,527,149.7,8,"A bit distracted, but finished the routine.",5,391
8516,2023-08-02,44.05,402,182.1,6,"Solid session, increased weights on main exercises.",8,472
8517,2023-06-24,76.17,671,155.0,6,"Great effort today, pushed through the fatigue.",7,477
8518,2023-02-17,39.49,290,171.3,4,"Struggled with the last few sets, might need more recovery.",8,438
8519,2023-02-12,48.36,405,123.8,4,Needs to work on breathing technique during heavy lifts.,10,399
8520,2024-02-22,50.3,260,172.2,10,"Standard workout, no special issues.",8,324
8521,2023-01-13,106.73,601,136.4,9,Crushed the personal records today!,1,249
8522,2023-07-03,41.01,261,136.8,1,"Great effort today, pushed through the fatigue.",1,384
8523,2023-01-30,119.23,1056,155.8,5,Crushed the personal records today!,4,487
8524,2024-01-15,46.62,460,165.8,2,"A bit distracted, but finished the routine.",5,378
8525,2023-11-06,63.78,410,181.6,3,Excellent form throughout the entire workout.,9,14
8526,2023-03-22,57.72,358,174.2,3,"Struggled with the last few sets, might need more recovery.",9,28
8527,2023-07-29,106.74,550,150.3,10,Crushed the personal records today!,10,344
8528,2023-01-09,69.08,583,138.4,5,"Standard workout, no special issues.",7,492
8529,2023-12-27,45.41,429,113.9,7,Needs to work on breathing technique during heavy lifts.,8,473
8530,2023-09-10,83.05,809,147.5,3,"A bit distracted, but finished the routine.",1,192
8531,2023-09-10,47.6,325,118.3,10,Excellent form throughout the entire workout.,6,319
8532,2023-05-27,108.95,920,157.6,2,"Solid session, increased weights on main exercises.",8,212
8533,2023-03-31,108.9,960,126.6,6,"Great effort today, pushed through the fatigue.",7,163
8534,2023-06-21,89.44,840,145.2,4,Excellent form throughout the entire workout.,6,252
8535,2023-09-24,70.85,568,143.3,10,Crushed the personal records today!,9,77
8536,2023-08-15,115.67,721,154.3,8,"Standard workout, no special issues.",6,390
8537,2023-08-28,74.97,375,137.3,1,Felt a bit tired but completed the program.,7,208
8538,2023-01-01,90.05,898,137.8,10,"Great effort today, pushed through the fatigue.",1,405
8539,2023-10-20,55.99,318,183.3,3,"A bit distracted, but finished the routine.",2,276
8540,2023-11-17,67.04,470,148.3,5,"Solid session, increased weights on main exercises.",1,141
8541,2024-02-27,94.58,887,126.4,8,Excellent form throughout the entire workout.,1,41
8542,2023-09-06,66.47,414,143.0,3,Crushed the personal records today!,3,452
8543,2023-03-16,47.91,252,172.7,10,"Good pace, kept heart rate in the target zone.",6,106
8544,2023-06-07,115.95,595,118.0,1,Needs to work on breathing technique during heavy lifts.,4,224
8545,2023-12-22,66.95,405,133.0,6,"Standard workout, no special issues.",8,452
8546,2023-05-23,58.66,490,114.0,4,Excellent form throughout the entire workout.,1,114
8547,2024-02-29,104.03,541,171.7,6,"Great effort today, pushed through the fatigue.",1,359
8548,2023-04-16,106.59,1048,138.9,8,"Solid session, increased weights on main exercises.",4,87
8549,2023-12-14,37.78,279,174.1,4,"Good pace, kept heart rate in the target zone.",6,315
8550,2023-01-08,57.64,467,167.1,2,Excellent form throughout the entire workout.,4,65
8551,2023-05-30,39.51,264,157.0,10,Excellent form throughout the entire workout.,6,170
8552,2023-12-17,112.41,729,144.3,8,Excellent form throughout the entire workout.,2,14
8553,2024-02-12,84.23,531,177.8,9,Felt a bit tired but completed the program.,4,499
8554,2023-12-01,107.03,565,176.6,3,"Struggled with the last few sets, might need more recovery.",5,475
8555,2023-03-28,51.87,311,114.0,9,"Good pace, kept heart rate in the target zone.",4,330
8556,2023-12-10,68.43,601,181.1,4,"Good pace, kept heart rate in the target zone.",2,162
8557,2023-04-06,50.6,430,129.8,2,Felt a bit tired but completed the program.,7,447
8558,2023-06-25,65.2,393,163.0,2,"Good pace, kept heart rate in the target zone.",6,372
8559,2023-03-14,115.1,725,166.5,8,Felt a bit tired but completed the program.,2,500
8560,2024-02-06,67.27,384,146.3,1,"Solid session, increased weights on main exercises.",7,290
8561,2023-01-18,51.06,283,183.0,7,Needs to work on breathing technique during heavy lifts.,3,370
8562,2023-09-12,116.71,847,115.5,8,"Standard workout, no special issues.",8,28
8563,2023-07-06,57.43,537,176.7,2,"Good pace, kept heart rate in the target zone.",7,449
8564,2023-09-13,49.84,304,148.4,10,"Standard workout, no special issues.",8,205
8565,2023-03-10,95.02,917,110.9,2,"Good pace, kept heart rate in the target zone.",6,314
8566,2023-05-21,87.86,476,131.6,2,"A bit distracted, but finished the routine.",8,163
8567,2024-02-09,30.65,263,156.1,7,"Standard workout, no special issues.",3,460
8568,2023-03-06,41.9,322,139.4,5,"Standard workout, no special issues.",5,486
8569,2023-02-28,58.84,579,118.1,1,"Standard workout, no special issues.",6,182
8570,2023-11-28,103.13,900,178.1,3,"A bit distracted, but finished the routine.",4,370
8571,2023-11-03,117.81,792,175.0,7,Felt a bit tired but completed the program.,4,265
8572,2023-11-14,40.92,396,156.9,6,"Struggled with the last few sets, might need more recovery.",2,375
8573,2023-10-11,82.67,785,158.0,9,"Solid session, increased weights on main exercises.",5,452
8574,2023-04-23,43.75,423,173.7,1,"Struggled with the last few sets, might need more recovery.",10,162
8575,2023-04-23,56.86,560,176.3,4,"Struggled with the last few sets, might need more recovery.",3,240
8576,2023-09-24,74.26,537,158.7,2,"A bit distracted, but finished the routine.",3,4
8577,2023-11-20,32.26,246,139.5,6,"A bit distracted, but finished the routine.",4,14
8578,2023-05-08,77.63,506,152.3,1,"Standard workout, no special issues.",1,50
8579,2023-02-24,79.18,556,120.5,9,"Solid session, increased weights on main exercises.",6,357
8580,2023-03-01,98.19,609,134.1,6,"Solid session, increased weights on main exercises.",6,350
8581,2023-07-19,59.84,487,130.9,9,"A bit distracted, but finished the routine.",2,80
8582,2023-03-23,100.78,632,150.5,5,"Solid session, increased weights on main exercises.",3,346
8583,2023-01-20,50.97,418,174.8,9,Needs to work on breathing technique during heavy lifts.,4,421
8584,2023-05-18,41.13,221,151.7,8,"Great effort today, pushed through the fatigue.",10,60
8585,2023-05-30,49.38,292,143.4,6,Felt a bit tired but completed the program.,6,205
8586,2023-05-03,90.02,859,129.1,8,"Struggled with the last few sets, might need more recovery.",8,179
8587,2023-03-24,105.0,556,155.9,5,"A bit distracted, but finished the routine.",3,400
8588,2023-12-04,70.96,439,116.5,2,"Good pace, kept heart rate in the target zone.",7,492
8589,2023-07-25,55.93,404,174.4,10,"Solid session, increased weights on main exercises.",1,185
8590,2023-02-24,47.83,419,152.7,6,"Great effort today, pushed through the fatigue.",1,499
8591,2023-05-23,111.33,792,177.3,5,"Solid session, increased weights on main exercises.",7,133
8592,2023-07-04,41.41,321,156.9,10,Felt a bit tired but completed the program.,4,214
8593,2023-06-09,40.18,330,123.7,8,"Good pace, kept heart rate in the target zone.",6,228
8594,2023-02-15,116.58,648,128.5,10,"Standard workout, no special issues.",10,246
8595,2023-08-08,52.94,270,154.0,3,Needs to work on breathing technique during heavy lifts.,8,213
8596,2023-02-20,47.92,240,116.1,3,"A bit distracted, but finished the routine.",1,399
8597,2023-03-22,42.66,348,176.8,10,"Solid session, increased weights on main exercises.",1,409
8598,2023-09-28,102.69,637,110.7,3,"A bit distracted, but finished the routine.",6,228
8599,2023-01-01,67.22,556,115.5,10,"Great effort today, pushed through the fatigue.",2,130
8600,2024-02-01,67.92,453,176.1,1,"Great effort today, pushed through the fatigue.",1,487
8601,2024-01-04,65.72,415,116.2,3,"Struggled with the last few sets, might need more recovery.",4,26
8602,2024-01-08,119.29,1164,169.8,5,"Standard workout, no special issues.",5,120
8603,2023-01-13,44.48,397,136.4,9,"Good pace, kept heart rate in the target zone.",9,57
8604,2023-10-03,61.6,401,172.4,4,Felt a bit tired but completed the program.,6,132
8605,2023-07-11,31.74,172,184.0,1,Felt a bit tired but completed the program.,3,491
8606,2023-09-22,107.37,567,177.4,5,"A bit distracted, but finished the routine.",4,27
8607,2023-11-23,119.66,741,145.6,4,"Struggled with the last few sets, might need more recovery.",6,67
8608,2023-11-27,98.99,737,124.7,5,"Solid session, increased weights on main exercises.",1,433
8609,2023-04-25,64.03,445,167.9,3,Crushed the personal records today!,3,112
8610,2023-01-08,115.12,616,182.1,6,Crushed the personal records today!,10,305
8611,2023-08-04,86.22,595,115.1,8,Excellent form throughout the entire workout.,5,23
8612,2023-04-21,94.63,498,170.5,5,"Struggled with the last few sets, might need more recovery.",5,379
8613,2024-01-08,95.75,682,134.5,5,"Solid session, increased weights on main exercises.",7,108
8614,2023-07-11,99.02,565,153.8,8,"Great effort today, pushed through the fatigue.",6,385
8615,2023-05-19,31.75,316,126.5,8,"Struggled with the last few sets, might need more recovery.",7,262
8616,2023-11-10,85.28,680,119.8,5,"Standard workout, no special issues.",8,281
8617,2024-01-03,64.07,488,125.2,10,Excellent form throughout the entire workout.,7,300
8618,2024-02-04,64.83,326,160.9,1,"Good pace, kept heart rate in the target zone.",8,278
8619,2023-11-17,110.16,966,176.8,10,Needs to work on breathing technique during heavy lifts.,5,103
8620,2023-11-05,98.79,879,139.9,3,Excellent form throughout the entire workout.,10,396
8621,2023-06-02,88.03,491,161.4,9,"Good pace, kept heart rate in the target zone.",5,258
8622,2023-07-02,67.4,476,130.8,10,Felt a bit tired but completed the program.,2,159
8623,2023-07-20,80.0,698,130.7,2,"Solid session, increased weights on main exercises.",4,337
8624,2023-01-04,97.8,761,127.2,9,"Standard workout, no special issues.",4,301
8625,2024-01-24,40.3,400,144.1,3,Excellent form throughout the entire workout.,9,23
8626,2023-01-16,33.6,233,138.2,10,Excellent form throughout the entire workout.,5,390
8627,2023-04-19,65.86,602,114.3,1,"A bit distracted, but finished the routine.",9,278
8628,2023-11-24,35.96,190,170.5,10,Crushed the personal records today!,5,119
8629,2024-02-23,82.18,452,141.4,6,"A bit distracted, but finished the routine.",6,127
8630,2023-09-16,45.05,345,129.3,5,"Struggled with the last few sets, might need more recovery.",8,18
8631,2023-02-24,90.03,645,132.8,9,Felt a bit tired but completed the program.,7,466
8632,2023-08-14,68.36,403,148.5,10,"Solid session, increased weights on main exercises.",5,186
8633,2023-05-03,52.2,463,162.6,1,Crushed the personal records today!,6,149
8634,2024-01-04,64.96,437,169.9,9,Excellent form throughout the entire workout.,7,184
8635,2023-04-07,52.61,268,178.1,8,Excellent form throughout the entire workout.,10,280
8636,2023-07-04,89.76,667,178.7,10,Excellent form throughout the entire workout.,6,275
8637,2023-04-21,109.64,1024,110.9,8,Excellent form throughout the entire workout.,2,399
8638,2023-06-06,89.85,510,114.2,5,"Solid session, increased weights on main exercises.",3,339
8639,2023-10-17,101.04,675,147.5,4,"A bit distracted, but finished the routine.",1,194
8640,2023-10-09,76.83,610,157.1,9,Felt a bit tired but completed the program.,9,268
8641,2023-10-06,57.44,444,121.5,9,Excellent form throughout the entire workout.,9,29
8642,2023-04-02,43.93,258,142.0,8,Felt a bit tired but completed the program.,4,245
8643,2023-08-30,46.9,421,124.1,9,"Struggled with the last few sets, might need more recovery.",3,139
8644,2023-11-27,44.28,434,121.9,10,"Standard workout, no special issues.",6,429
8645,2023-09-09,72.17,642,172.8,7,"Standard workout, no special issues.",1,55
8646,2023-01-01,42.38,345,110.8,8,Crushed the personal records today!,7,469
8647,2023-08-09,79.38,706,162.1,1,"Solid session, increased weights on main exercises.",8,383
8648,2023-01-30,102.67,895,163.6,3,"Good pace, kept heart rate in the target zone.",6,117
8649,2023-05-13,87.56,727,113.0,10,Felt a bit tired but completed the program.,7,297
8650,2023-08-22,96.46,665,173.6,7,"Struggled with the last few sets, might need more recovery.",4,356
8651,2024-01-29,89.07,819,124.5,10,"Good pace, kept heart rate in the target zone.",4,187
8652,2024-01-09,41.16,215,138.4,9,Needs to work on breathing technique during heavy lifts.,6,489
8653,2023-11-12,94.18,909,138.3,3,"Good pace, kept heart rate in the target zone.",5,253
8654,2023-03-11,56.91,310,145.2,10,"Standard workout, no special issues.",1,120
8655,2024-02-10,59.84,566,112.6,3,Excellent form throughout the entire workout.,6,466
8656,2023-05-21,97.61,953,162.3,5,"Solid session, increased weights on main exercises.",4,417
8657,2023-12-13,101.03,853,116.6,7,Excellent form throughout the entire workout.,5,440
8658,2023-05-10,84.56,744,112.3,7,"Solid session, increased weights on main exercises.",5,128
8659,2023-04-20,108.95,736,125.5,10,"Good pace, kept heart rate in the target zone.",3,375
8660,2023-08-02,110.88,1099,168.9,10,"Struggled with the last few sets, might need more recovery.",4,374
8661,2023-03-22,85.15,565,123.1,5,Needs to work on breathing technique during heavy lifts.,9,145
8662,2023-11-03,34.76,223,156.2,1,"Solid session, increased weights on main exercises.",9,103
